id,act,cost
Inpatients|RCD|NEL|P|PA|PA04|PA04A,1,1
Inpatients|RCD|NEL|P|PA|PA07,,
Inpatients|RCD|NEL|P|PA|PA07|PA07A,1,1
Inpatients|RCD|NEL|P|PA|PA07|PA07B,1,1
Inpatients|RCD|NEL|P|PA|PA11,,
Inpatients|RCD|NEL|P|PA|PA11|PA11Z,4,2
Inpatients|RCD|NEL|P|PA|PA14,,
Inpatients|RCD|NEL|P|PA|PA14|PA14D,1,1
Inpatients|RCD|NEL|P|PA|PA14|PA14E,1,1
Inpatients|RCD|NEL|P|PA|PA19,,
Inpatients|RCD|NEL|P|PA|PA19|PA19A,4,2
Inpatients|RCD|NEL|P|PA|PA21,,
Inpatients|RCD|NEL|P|PA|PA21|PA21B,1,1
Inpatients|RCD|NEL|P|PA|PA23,,
Inpatients|RCD|NEL|P|PA|PA23|PA23B,1,1
Inpatients|RCD|NEL|P|PA|PA26,,
Inpatients|RCD|NEL|P|PA|PA26|PA26B,1,1
Inpatients|RCD|NEL|P|PA|PA29,,
Inpatients|RCD|NEL|P|PA|PA29|PA29Z,2,1
Inpatients|RCD|NEL|P|PA|PA32,,
Inpatients|RCD|NEL|P|PA|PA32|PA32B,1,1
Inpatients|RCD|NEL|P|PA|PA34,,
Inpatients|RCD|NEL|P|PA|PA34|PA34B,1,1
Inpatients|RCD|NEL|P|PA|PA38,,
Inpatients|RCD|NEL|P|PA|PA38|PA38C,1,1
Inpatients|RCD|NEL|P|PA|PA50,,
Inpatients|RCD|NEL|P|PA|PA50|PA50Z,2,1
Inpatients|RCD|NEL|P|PA|PA58,,
Inpatients|RCD|NEL|P|PA|PA58|PA58Z,1,1
Inpatients|RCD|NEL|P|PA|PA63,,
Inpatients|RCD|NEL|P|PA|PA63|PA63A,1,1
Inpatients|RCD|NEL|P|PA|PA63|PA63C,1,1
Inpatients|RCD|NEL|P|PB,,
Inpatients|RCD|NEL|P|PB|PB02,,
Inpatients|RCD|NEL|P|PB|PB02|PB02Z,3,2
Inpatients|RCD|NEL|Q,,
Inpatients|RCD|NEL|Q|QZ,,
Inpatients|RCD|NEL|Q|QZ|QZ14,,
Inpatients|RCD|NEL|Q|QZ|QZ14|QZ14B,1,1
Inpatients|RCD|NEL|Q|QZ|QZ15,,
Inpatients|RCD|NEL|Q|QZ|QZ15|QZ15B,2,10
Inpatients|RCD|NEL|Q|QZ|QZ15|QZ15C,1,3
Inpatients|RCD|NEL|S,,
Inpatients|RCD|NEL|S|SA,,
Inpatients|RCD|NEL|S|SA|SA30,,
Inpatients|RCD|NEL|S|SA|SA30|SA30Z,1,1
Inpatients|RCD|NEL|U,,
Inpatients|RCD|NEL|U|UZ,,
Inpatients|RCD|NEL|U|UZ|UZ01,,
Inpatients|RCD|NEL|U|UZ|UZ01|UZ01Z,1,1
Inpatients|RCD|NEL|W,,
Inpatients|RCD|NEL|W|WA,,
Inpatients|RCD|NEL|W|WA|WA03,,
Inpatients|RCD|NEL|W|WA|WA03|WA03X,1,3
Inpatients|RCD|NEL|W|WA|WA11,,
Inpatients|RCD|NEL|W|WA|WA11|WA11X,3,2
Inpatients|RCD|NEL|W|WA|WA12,,
Inpatients|RCD|NEL|W|WA|WA12|WA12X,1,2
Inpatients|RCD|NEL|W|WA|WA16,,
Inpatients|RCD|NEL|W|WA|WA16|WA16W,1,1
Inpatients|RCD|NEL|W|WA|WA16|WA16Y,2,1
Inpatients|RCD|NEL|W|WA|WA18,,
Inpatients|RCD|NEL|W|WA|WA18|WA18V,1,14
Inpatients|RCD|NEL|W|WA|WA18|WA18Y,1,1
Inpatients|RCD|NELNE,,
Inpatients|RCD|NELNE|N,,
Inpatients|RCD|NELNE|N|NZ,,
Inpatients|RCD|NELNE|N|NZ|NZ11,,
Inpatients|RCD|NELNE|N|NZ|NZ11|NZ11A,1,2
Inpatients|RCD|NELNE|N|NZ|NZ11|NZ11B,3,5
Inpatients|RCD|NELNE|N|NZ|NZ11|NZ11C,1,2
Inpatients|RCD|NELNE|N|NZ|NZ11|NZ11F,4,7
Inpatients|RCD|NELNE|N|NZ|NZ11|NZ11G,1,2
Inpatients|RCD|NELNE|N|NZ|NZ12,,
Inpatients|RCD|NELNE|N|NZ|NZ12|NZ12E,1,2
Inpatients|RCD|NELNE|N|NZ|NZ13,,
Inpatients|RCD|NELNE|N|NZ|NZ13|NZ13A,1,2
Inpatients|RCD|NELNE|N|NZ|NZ14,,
Inpatients|RCD|NELNE|N|NZ|NZ14|NZ14A,1,2
Inpatients|RCD|NELNE|P,,
Inpatients|RCD|NELNE|P|PA,,
Inpatients|RCD|NELNE|P|PA|PA01,,
Inpatients|RCD|NELNE|P|PA|PA01|PA01B,1,1
Inpatients|RJL,,
Inpatients|RJL|DC,,
Inpatients|RJL|DC|A,,
Inpatients|RJL|DC|A|AB,,
Inpatients|RJL|DC|A|AB|AB04,,
Inpatients|RJL|DC|A|AB|AB04|AB04Z,1,1
Inpatients|RJL|DC|A|AB|AB05,,
Inpatients|RJL|DC|A|AB|AB05|AB05Z,14,6
Inpatients|RJL|DC|A|AB|AB06,,
Inpatients|RJL|DC|A|AB|AB06|AB06Z,4,1
Inpatients|RJL|DC|A|AB|AB09,,
Inpatients|RJL|DC|A|AB|AB09|AB09Z,2,1
Inpatients|RJL|DC|B,,
Inpatients|RJL|DC|B|BZ,,
Inpatients|RJL|DC|B|BZ|BZ01,,
Inpatients|RJL|DC|B|BZ|BZ01|BZ01Z,8,8
Inpatients|RJL|DC|B|BZ|BZ02,,
Inpatients|RJL|DC|B|BZ|BZ02|BZ02Z,123,91
Inpatients|RJL|DC|B|BZ|BZ06,,
Inpatients|RJL|DC|B|BZ|BZ06|BZ06A,1,1
Inpatients|RJL|DC|B|BZ|BZ07,,
Inpatients|RJL|DC|B|BZ|BZ07|BZ07A,10,6
Inpatients|RJL|DC|B|BZ|BZ18,,
Inpatients|RJL|DC|B|BZ|BZ18|BZ18Z,1,1
Inpatients|RJL|DC|B|BZ|BZ23,,
Inpatients|RJL|DC|B|BZ|BZ23|BZ23Z,69,25
Inpatients|RJL|DC|B|BZ|BZ24,,
Inpatients|RJL|DC|B|BZ|BZ24|BZ24C,1,1
Inpatients|RJL|DC|C,,
Inpatients|RJL|DC|C|CZ,,
Inpatients|RJL|DC|C|CZ|CZ12,,
Inpatients|RJL|DC|C|CZ|CZ12|CZ12V,1,1
Inpatients|RJL|DC|C|CZ|CZ30,,
Inpatients|RJL|DC|C|CZ|CZ30|CZ30Y,2,1
Inpatients|RJL|DC|C|CZ|CZ31,,
Inpatients|RJL|DC|C|CZ|CZ31|CZ31Y,1,1
Inpatients|RJL|DC|C|CZ|CZ33,,
Inpatients|RJL|DC|C|CZ|CZ33|CZ33Y,1,1
Inpatients|RJL|DC|C|CZ|CZ36,,
Inpatients|RJL|DC|C|CZ|CZ36|CZ36Y,1,1
Inpatients|RJL|DC|C|CZ|CZ37,,
Inpatients|RJL|DC|C|CZ|CZ37|CZ37Y,3,1
Inpatients|RJL|DC|C|CZ|CZ41,,
Inpatients|RJL|DC|C|CZ|CZ41|CZ41Y,1,1
Inpatients|RJL|DC|E,,
Inpatients|RJL|DC|E|EA,,
Inpatients|RJL|DC|E|EA|EA03,,
Inpatients|RJL|DC|E|EA|EA03|EA03Z,1,2
Inpatients|RJL|DC|E|EA|EA36,,
Inpatients|RJL|DC|E|EA|EA36|EA36A,3,4
Inpatients|RJL|DC|F,,
Inpatients|RJL|DC|F|FZ,,
Inpatients|RJL|DC|F|FZ|FZ13,,
Inpatients|RJL|DC|F|FZ|FZ13|FZ13C,1,1
Inpatients|RJL|DC|F|FZ|FZ17,,
Inpatients|RJL|DC|F|FZ|FZ17|FZ17B,1,2
Inpatients|RJL|DC|F|FZ|FZ18,,
Inpatients|RJL|DC|F|FZ|FZ18|FZ18B,1,1
Inpatients|RJL|DC|F|FZ|FZ18|FZ18C,1,1
Inpatients|RJL|DC|F|FZ|FZ51,,
Inpatients|RJL|DC|F|FZ|FZ51|FZ51Z,2,1
Inpatients|RJL|DC|F|FZ|FZ52,,
Inpatients|RJL|DC|F|FZ|FZ52|FZ52Z,1,1
Inpatients|RJL|DC|F|FZ|FZ53,,
Inpatients|RJL|DC|F|FZ|FZ53|FZ53Z,1,1
Inpatients|RJL|DC|F|FZ|FZ56,,
Inpatients|RJL|DC|F|FZ|FZ56|FZ56Z,4,2
Inpatients|RJL|DC|F|FZ|FZ60,,
Inpatients|RJL|DC|F|FZ|FZ60|FZ60Z,4,1
Inpatients|RJL|DC|F|FZ|FZ61,,
Inpatients|RJL|DC|F|FZ|FZ61|FZ61Z,7,3
Inpatients|RJL|DC|F|FZ|FZ64,,
Inpatients|RJL|DC|F|FZ|FZ64|FZ64A,3,2
Inpatients|RJL|DC|H,,
Inpatients|RJL|DC|H|HB,,
Inpatients|RJL|DC|H|HB|HB14,,
Inpatients|RJL|DC|H|HB|HB14|HB14C,1,2
Inpatients|RJL|DC|H|HB|HB24,,
Inpatients|RJL|DC|H|HB|HB24|HB24C,3,3
Inpatients|RJL|DC|H|HB|HB34,,
Inpatients|RJL|DC|H|HB|HB34|HB34E,1,1
Inpatients|RJL|DC|H|HB|HB53,,
Inpatients|RJL|DC|H|HB|HB53|HB53Z,1,2
Inpatients|RJL|DC|H|HB|HB55,,
Inpatients|RJL|DC|H|HB|HB55|HB55C,1,1
Inpatients|RJL|DC|H|HB|HB62,,
Inpatients|RJL|DC|H|HB|HB62|HB62C,1,3
Inpatients|RJL|DC|H|HB|HB72,,
Inpatients|RJL|DC|H|HB|HB72|HB72Z,1,2
Inpatients|RJL|DC|H|HC,,
Inpatients|RJL|DC|H|HC|HC32,,
Inpatients|RJL|DC|H|HC|HC32|HC32C,1,1
Inpatients|RJL|DC|H|HD,,
Inpatients|RJL|DC|H|HD|HD40,,
Inpatients|RJL|DC|H|HD|HD40|HD40B,2,1
Inpatients|RJL|DC|J,,
Inpatients|RJL|DC|J|JC,,
Inpatients|RJL|DC|J|JC|JC04,,
Inpatients|RJL|DC|J|JC|JC04|JC04A,1,2
Inpatients|RJL|DC|J|JC|JC04|JC04B,3,4
Inpatients|RJL|DC|J|JC|JC04|JC04C,3,3
Inpatients|RJL|DC|J|JC|JC15,,
Inpatients|RJL|DC|J|JC|JC15|JC15Z,3,2
Inpatients|RJL|DC|J|JC|JC16,,
Inpatients|RJL|DC|J|JC|JC16|JC16Z,1,1
Inpatients|RJL|DC|L,,
Inpatients|RJL|DC|L|LB,,
Inpatients|RJL|DC|L|LB|LB06,,
Inpatients|RJL|DC|L|LB|LB06|LB06G,5,2
Inpatients|RJL|DC|L|LB|LB14,,
Inpatients|RJL|DC|L|LB|LB14|LB14Z,1,1
Inpatients|RJL|DC|L|LB|LB36,,
Inpatients|RJL|DC|L|LB|LB36|LB36Z,2,1
Inpatients|RJL|DC|L|LB|LB56,,
Inpatients|RJL|DC|L|LB|LB56|LB56A,2,2
Inpatients|RJL|DC|L|LB|LB65,,
Inpatients|RJL|DC|L|LB|LB65|LB65B,1,2
Inpatients|RJL|DC|L|LB|LB72,,
Inpatients|RJL|DC|L|LB|LB72|LB72A,5,1
Inpatients|RJL|DC|M,,
Inpatients|RJL|DC|M|MA,,
Inpatients|RJL|DC|M|MA|MA12,,
Inpatients|RJL|DC|M|MA|MA12|MA12Z,2,2
Inpatients|RJL|DC|M|MA|MA18,,
Inpatients|RJL|DC|M|MA|MA18|MA18C,1,1
Inpatients|RJL|DC|M|MA|MA21,,
Inpatients|RJL|DC|M|MA|MA21|MA21Z,1,1
Inpatients|RJL|DC|Q,,
Inpatients|RJL|DC|Q|QZ,,
Inpatients|RJL|DC|Q|QZ|QZ14,,
Inpatients|RJL|DC|Q|QZ|QZ14|QZ14B,1,1
Inpatients|RJL|DC|S,,
Inpatients|RJL|DC|S|SA,,
Inpatients|RJL|DC|S|SA|SA09,,
Inpatients|RJL|DC|S|SA|SA09|SA09D,1,1
Inpatients|RJL|DC|W,,
Inpatients|RJL|DC|W|WA,,
Inpatients|RJL|DC|W|WA|WA21,,
Inpatients|RJL|DC|W|WA|WA21|WA21Y,1,1
Inpatients|RJL|EL,,
Inpatients|RJL|EL|B,,
Inpatients|RJL|EL|B|BZ,,
Inpatients|RJL|EL|B|BZ|BZ01,,
Inpatients|RJL|EL|B|BZ|BZ01|BZ01Z,1,1
Inpatients|RJL|EL|B|BZ|BZ24,,
Inpatients|RJL|EL|B|BZ|BZ24|BZ24A,1,3
Inpatients|RJL|EL|C,,
Inpatients|RJL|EL|C|CZ,,
Inpatients|RJL|EL|C|CZ|CZ05,,
Inpatients|RJL|EL|C|CZ|CZ05|CZ05T,1,1
Inpatients|RJL|EL|C|CZ|CZ37,,
Inpatients|RJL|EL|C|CZ|CZ37|CZ37Y,1,1
Inpatients|RJL|EL|F,,
Inpatients|RJL|EL|F|FZ,,
Inpatients|RJL|EL|F|FZ|FZ74,,
Inpatients|RJL|EL|F|FZ|FZ74|FZ74A,1,8
Inpatients|RJL|EL|G,,
Inpatients|RJL|EL|G|GB,,
Inpatients|RJL|EL|G|GB|GB04,,
Inpatients|RJL|EL|G|GB|GB04|GB04D,1,1
Inpatients|RJL|EL|H,,
Inpatients|RJL|EL|H|HB,,
Inpatients|RJL|EL|H|HB|HB12,,
Inpatients|RJL|EL|H|HB|HB12|HB12C,3,16
Inpatients|RJL|EL|H|HB|HB21,,
Inpatients|RJL|EL|H|HB|HB21|HB21B,1,6
Inpatients|RJL|EL|H|HB|HB21|HB21C,1,6
Inpatients|RJL|EL|H|HB|HB23,,
Inpatients|RJL|EL|H|HB|HB23|HB23C,1,2
Inpatients|RJL|EL|K,,
Inpatients|RJL|EL|K|KA,,
Inpatients|RJL|EL|K|KA|KA09,,
Inpatients|RJL|EL|K|KA|KA09|KA09B,1,2
Inpatients|RJL|EL|L,,
Inpatients|RJL|EL|L|LB,,
Inpatients|RJL|EL|L|LB|LB40,,
Inpatients|RJL|EL|L|LB|LB40|LB40B,1,1
Inpatients|RJL|EL|L|LB|LB68,,
Inpatients|RJL|EL|L|LB|LB68|LB68Z,1,2
Inpatients|RJL|EL|M,,
Inpatients|RJL|EL|M|MA,,
Inpatients|RJL|EL|M|MA|MA07,,
Inpatients|RJL|EL|M|MA|MA07|MA07D,1,3
Inpatients|RJL|NEL,,
Inpatients|RJL|NEL|A,,
Inpatients|RJL|NEL|A|AA,,
Inpatients|RJL|NEL|A|AA|AA31,,
Inpatients|RJL|NEL|A|AA|AA31|AA31A,1,1
Inpatients|RJL|NEL|A|AA|AA31|AA31B,1,1
Inpatients|RJL|NEL|B,,
Inpatients|RJL|NEL|B|BZ,,
Inpatients|RJL|NEL|B|BZ|BZ24,,
Inpatients|RJL|NEL|B|BZ|BZ24|BZ24A,1,2
Inpatients|RJL|NEL|C,,
Inpatients|RJL|NEL|C|CZ,,
Inpatients|RJL|NEL|C|CZ|CZ23,,
Inpatients|RJL|NEL|C|CZ|CZ23|CZ23Y,1,1
Inpatients|RJL|NEL|D,,
Inpatients|RJL|NEL|D|DZ,,
Inpatients|RJL|NEL|D|DZ|DZ11,,
Inpatients|RJL|NEL|D|DZ|DZ11|DZ11A,1,3
Inpatients|RJL|NEL|D|DZ|DZ19,,
Inpatients|RJL|NEL|D|DZ|DZ19|DZ19B,1,3
Inpatients|RJL|NEL|E,,
Inpatients|RJL|NEL|E|EA,,
Inpatients|RJL|NEL|E|EA|EA49,,
Inpatients|RJL|NEL|E|EA|EA49|EA49Z,1,4
Inpatients|RJL|NEL|E|EB,,
Inpatients|RJL|NEL|E|EB|EB01,,
Inpatients|RJL|NEL|E|EB|EB01|EB01Z,2,1
Inpatients|RJL|NEL|E|EB|EB05,,
Inpatients|RJL|NEL|E|EB|EB05|EB05Z,1,3
Inpatients|RJL|NEL|E|EB|EB08,,
Inpatients|RJL|NEL|E|EB|EB08|EB08I,1,1
Inpatients|RJL|NEL|F,,
Inpatients|RJL|NEL|F|FZ,,
Inpatients|RJL|NEL|F|FZ|FZ24,,
Inpatients|RJL|NEL|F|FZ|FZ24|FZ24E,1,1
Inpatients|RJL|NEL|F|FZ|FZ36,,
Inpatients|RJL|NEL|F|FZ|FZ36|FZ36E,1,2
Inpatients|RJL|NEL|F|FZ|FZ43,,
Inpatients|RJL|NEL|F|FZ|FZ43|FZ43B,1,2
Inpatients|RJL|NEL|F|FZ|FZ43|FZ43C,1,1
Inpatients|RJL|NEL|F|FZ|FZ45,,
Inpatients|RJL|NEL|F|FZ|FZ45|FZ45C,2,1
Inpatients|RJL|NEL|F|FZ|FZ47,,
Inpatients|RJL|NEL|F|FZ|FZ47|FZ47C,1,1
Inpatients|RJL|NEL|G,,
Inpatients|RJL|NEL|G|GC,,
Inpatients|RJL|NEL|G|GC|GC15,,
Inpatients|RJL|NEL|G|GC|GC15|GC15B,1,4
Inpatients|RJL|NEL|H,,
Inpatients|RJL|NEL|H|HA,,
Inpatients|RJL|NEL|H|HA|HA71,,
Inpatients|RJL|NEL|H|HA|HA71|HA71C,1,3
Inpatients|RJL|NEL|H|HA|HA81,,
Inpatients|RJL|NEL|H|HA|HA81|HA81C,1,1
Inpatients|RJL|NEL|H|HD,,
Inpatients|RJL|NEL|H|HD|HD21,,
Inpatients|RJL|NEL|H|HD|HD21|HD21B,1,1
Inpatients|RJL|NEL|J,,
Inpatients|RJL|NEL|J|JC,,
Inpatients|RJL|NEL|J|JC|JC14,,
Inpatients|RJL|NEL|J|JC|JC14|JC14Z,1,1
Inpatients|RJL|NEL|K,,
Inpatients|RJL|NEL|K|KC,,
Inpatients|RJL|NEL|K|KC|KC05,,
Inpatients|RJL|NEL|K|KC|KC05|KC05E,1,1
Inpatients|RJL|NEL|L,,
Inpatients|RJL|NEL|L|LA,,
Inpatients|RJL|NEL|L|LA|LA04,,
Inpatients|RJL|NEL|L|LA|LA04|LA04D,1,4
Inpatients|RJL|NEL|L|LA|LA04|LA04F,1,1
Inpatients|RJL|NEL|L|LB,,
Inpatients|RJL|NEL|L|LB|LB35,,
Inpatients|RJL|NEL|L|LB|LB35|LB35B,1,1
Inpatients|RJL|NEL|L|LB|LB40,,
Inpatients|RJL|NEL|L|LB|LB40|LB40B,1,1
Inpatients|RJL|NEL|P,,
Inpatients|RJL|NEL|P|PA,,
Inpatients|RJL|NEL|P|PA|PA08,,
Inpatients|RJL|NEL|P|PA|PA08|PA08B,1,1
Inpatients|RJL|NEL|P|PA|PA15,,
Inpatients|RJL|NEL|P|PA|PA15|PA15B,1,1
Inpatients|RJL|NEL|P|PA|PA19,,
Inpatients|RJL|NEL|P|PA|PA19|PA19A,2,1
Inpatients|RJL|NEL|P|PA|PA19|PA19B,1,1
Inpatients|RJL|NEL|P|PA|PA35,,
Inpatients|RJL|NEL|P|PA|PA35|PA35B,1,1
Inpatients|RJL|NEL|P|PA|PA63,,
Inpatients|RJL|NEL|P|PA|PA63|PA63B,1,1
Inpatients|RJL|NEL|P|PA|PA66,,
Inpatients|RJL|NEL|P|PA|PA66|PA66Z,1,1
Inpatients|RJL|NEL|P|PA|PA69,,
Inpatients|RJL|NEL|P|PA|PA69|PA69Z,1,1
Inpatients|RJL|NEL|S,,
Inpatients|RJL|NEL|S|SA,,
Inpatients|RJL|NEL|S|SA|SA09,,
Inpatients|RJL|NEL|S|SA|SA09|SA09F,1,1
Inpatients|RJL|NEL|V,,
Inpatients|RJL|NEL|V|VA,,
Inpatients|RJL|NEL|V|VA|VA10,,
Inpatients|RJL|NEL|V|VA|VA10|VA10B,1,2
Inpatients|RJL|NEL|V|VA|VA12,,
Inpatients|RJL|NEL|V|VA|VA12|VA12B,1,5
Inpatients|RJL|NEL|W,,
Inpatients|RJL|NEL|W|WA,,
Inpatients|RJL|NEL|W|WA|WA11,,
Inpatients|RJL|NEL|W|WA|WA11|WA11Y,1,1
Inpatients|RJL|NELNE,,
Inpatients|RJL|NELNE|A,,
Inpatients|RJL|NELNE|A|AA,,
Inpatients|RJL|NELNE|A|AA|AA22,,
Inpatients|RJL|NELNE|A|AA|AA22|AA22A,1,7
Inpatients|RJL|NELNE|N,,
Inpatients|RJL|NELNE|N|NZ,,
Inpatients|RJL|NELNE|N|NZ|NZ12,,
Inpatients|RJL|NELNE|N|NZ|NZ12|NZ12F,1,2
Inpatients|RR8,,
Inpatients|RR8|DC,,
Inpatients|RR8|DC|A,,
Inpatients|RR8|DC|A|AA,,
Inpatients|RR8|DC|A|AA|AA09,,
Inpatients|RR8|DC|A|AA|AA09|AA09A,1,3
Inpatients|RR8|DC|A|AA|AA09|AA09B,2,3
Inpatients|RR8|DC|A|AA|AA12,,
Inpatients|RR8|DC|A|AA|AA12|AA12A,1,8
Inpatients|RR8|DC|A|AA|AA19,,
Inpatients|RR8|DC|A|AA|AA19|AA19B,3,8
Inpatients|RR8|DC|A|AA|AA21,,
Inpatients|RR8|DC|A|AA|AA21|AA21A,2,3
Inpatients|RR8|DC|A|AA|AA21|AA21B,2,1
Inpatients|RR8|DC|A|AA|AA24,,
Inpatients|RR8|DC|A|AA|AA24|AA24A,1,1
Inpatients|RR8|DC|A|AA|AA26,,
Inpatients|RR8|DC|A|AA|AA26|AA26A,4,4
Inpatients|RR8|DC|A|AA|AA26|AA26B,1,1
Inpatients|RR8|DC|A|AA|AA32,,
Inpatients|RR8|DC|A|AA|AA32|AA32Z,1,1
Inpatients|RR8|DC|A|AB,,
Inpatients|RR8|DC|A|AB|AB03,,
Inpatients|RR8|DC|A|AB|AB03|AB03Z,7,4
Inpatients|RR8|DC|A|AB|AB04,,
Inpatients|RR8|DC|A|AB|AB04|AB04Z,26,16
Inpatients|RR8|DC|A|AB|AB05,,
Inpatients|RR8|DC|A|AB|AB05|AB05Z,2,1
Inpatients|RR8|DC|A|AB|AB06,,
Inpatients|RR8|DC|A|AB|AB06|AB06Z,5,3
Inpatients|RR8|DC|A|AB|AB07,,
Inpatients|RR8|DC|A|AB|AB07|AB07Z,1,3
Inpatients|RR8|DC|A|AB|AB09,,
Inpatients|RR8|DC|A|AB|AB09|AB09Z,1,1
Inpatients|RR8|DC|B,,
Inpatients|RR8|DC|B|BZ,,
Inpatients|RR8|DC|B|BZ|BZ01,,
Inpatients|RR8|DC|B|BZ|BZ01|BZ01Z,2,2
Inpatients|RR8|DC|B|BZ|BZ02,,
Inpatients|RR8|DC|B|BZ|BZ02|BZ02Z,27,20
Inpatients|RR8|DC|B|BZ|BZ03,,
Inpatients|RR8|DC|B|BZ|BZ03|BZ03Z,2,2
Inpatients|RR8|DC|B|BZ|BZ04,,
Inpatients|RR8|DC|B|BZ|BZ04|BZ04Z,2,1
Inpatients|RR8|DC|B|BZ|BZ06,,
Inpatients|RR8|DC|B|BZ|BZ06|BZ06A,9,8
Inpatients|RR8|DC|B|BZ|BZ06|BZ06B,1,1
Inpatients|RR8|DC|B|BZ|BZ07,,
Inpatients|RR8|DC|B|BZ|BZ07|BZ07A,12,7
Inpatients|RR8|DC|B|BZ|BZ07|BZ07B,1,1
Inpatients|RR8|DC|B|BZ|BZ10,,
Inpatients|RR8|DC|B|BZ|BZ10|BZ10A,8,5
Inpatients|RR8|DC|B|BZ|BZ12,,
Inpatients|RR8|DC|B|BZ|BZ12|BZ12Z,7,11
Inpatients|RR8|DC|B|BZ|BZ13,,
Inpatients|RR8|DC|B|BZ|BZ13|BZ13Z,6,5
Inpatients|RR8|DC|B|BZ|BZ15,,
Inpatients|RR8|DC|B|BZ|BZ15|BZ15A,1,1
Inpatients|RR8|DC|B|BZ|BZ16,,
Inpatients|RR8|DC|B|BZ|BZ16|BZ16A,3,3
Inpatients|RR8|DC|B|BZ|BZ16|BZ16B,1,1
Inpatients|RR8|DC|B|BZ|BZ18,,
Inpatients|RR8|DC|B|BZ|BZ18|BZ18Z,1,1
Inpatients|RR8|DC|B|BZ|BZ19,,
Inpatients|RR8|DC|B|BZ|BZ19|BZ19Z,6,2
Inpatients|RR8|DC|B|BZ|BZ20,,
Inpatients|RR8|DC|B|BZ|BZ20|BZ20Z,1,2
Inpatients|RR8|DC|B|BZ|BZ21,,
Inpatients|RR8|DC|B|BZ|BZ21|BZ21Z,5,8
Inpatients|RR8|DC|B|BZ|BZ22,,
Inpatients|RR8|DC|B|BZ|BZ22|BZ22Z,3,3
Inpatients|RR8|DC|B|BZ|BZ23,,
Inpatients|RR8|DC|B|BZ|BZ23|BZ23Z,5,2
Inpatients|RR8|DC|C,,
Inpatients|RR8|DC|C|CZ,,
Inpatients|RR8|DC|C|CZ|CZ02,,
Inpatients|RR8|DC|C|CZ|CZ02|CZ02T,1,2
Inpatients|RR8|DC|C|CZ|CZ02|CZ02X,1,1
Inpatients|RR8|DC|C|CZ|CZ02|CZ02Y,1,1
Inpatients|RR8|DC|C|CZ|CZ03,,
Inpatients|RR8|DC|C|CZ|CZ03|CZ03Y,1,2
Inpatients|RR8|DC|C|CZ|CZ05,,
Inpatients|RR8|DC|C|CZ|CZ05|CZ05T,1,1
Inpatients|RR8|DC|C|CZ|CZ05|CZ05Y,1,1
Inpatients|RR8|DC|C|CZ|CZ08,,
Inpatients|RR8|DC|C|CZ|CZ08|CZ08S,1,1
Inpatients|RR8|DC|C|CZ|CZ08|CZ08T,2,2
Inpatients|RR8|DC|C|CZ|CZ08|CZ08V,1,1
Inpatients|RR8|DC|C|CZ|CZ08|CZ08Y,2,1
Inpatients|RR8|DC|C|CZ|CZ09,,
Inpatients|RR8|DC|C|CZ|CZ09|CZ09V,2,2
Inpatients|RR8|DC|C|CZ|CZ09|CZ09Y,1,1
Inpatients|RR8|DC|C|CZ|CZ10,,
Inpatients|RR8|DC|C|CZ|CZ10|CZ10U,1,2
Inpatients|RR8|DC|C|CZ|CZ12,,
Inpatients|RR8|DC|C|CZ|CZ12|CZ12V,5,3
Inpatients|RR8|DC|C|CZ|CZ12|CZ12Y,15,9
Inpatients|RR8|DC|C|CZ|CZ14,,
Inpatients|RR8|DC|C|CZ|CZ14|CZ14Y,2,3
Inpatients|RR8|DC|C|CZ|CZ17,,
Inpatients|RR8|DC|C|CZ|CZ17|CZ17U,1,1
Inpatients|RR8|DC|C|CZ|CZ17|CZ17Y,3,5
Inpatients|RR8|DC|C|CZ|CZ21,,
Inpatients|RR8|DC|C|CZ|CZ21|CZ21Y,2,1
Inpatients|RR8|DC|C|CZ|CZ22,,
Inpatients|RR8|DC|C|CZ|CZ22|CZ22X,1,1
Inpatients|RR8|DC|C|CZ|CZ27,,
Inpatients|RR8|DC|C|CZ|CZ27|CZ27Z,1,2
Inpatients|RR8|DC|C|CZ|CZ30,,
Inpatients|RR8|DC|C|CZ|CZ30|CZ30Y,1,1
Inpatients|RR8|DC|C|CZ|CZ34,,
Inpatients|RR8|DC|C|CZ|CZ34|CZ34U,1,1
Inpatients|RR8|DC|C|CZ|CZ36,,
Inpatients|RR8|DC|C|CZ|CZ36|CZ36U,1,1
Inpatients|RR8|DC|C|CZ|CZ36|CZ36Y,3,2
Inpatients|RR8|DC|C|CZ|CZ37,,
Inpatients|RR8|DC|C|CZ|CZ37|CZ37U,1,1
Inpatients|RR8|DC|C|CZ|CZ39,,
Inpatients|RR8|DC|C|CZ|CZ39|CZ39U,1,1
Inpatients|RR8|DC|C|CZ|CZ40,,
Inpatients|RR8|DC|C|CZ|CZ40|CZ40Y,4,2
Inpatients|RR8|DC|C|CZ|CZ41,,
Inpatients|RR8|DC|C|CZ|CZ41|CZ41U,1,1
Inpatients|RR8|DC|C|CZ|CZ41|CZ41Y,2,1
Inpatients|RR8|DC|C|CZ|CZ42,,
Inpatients|RR8|DC|C|CZ|CZ42|CZ42U,16,9
Inpatients|RR8|DC|C|CZ|CZ42|CZ42Y,1,1
Inpatients|RR8|DC|D,,
Inpatients|RR8|DC|D|DZ,,
